residue,next_residue,weight_tau_capped_R,tau_exact,next_index
98219,16257,1,1,8128
98221,36833,3,3,18416
98223,16263,1,1,8131
98225,73669,2,2,36834
98227,16269,1,1,8134
98229,9209,5,5,4604
98231,16275,1,1,8137
98233,73675,2,2,36837
98235,16281,1,1,8140
98237,36839,3,3,18419
98239,16287,1,1,8143
98241,73681,2,2,36840
98243,16293,1,1,8146
98245,18421,4,4,9210
98247,16299,1,1,8149
98249,73687,2,2,36843
98251,16305,1,1,8152
98253,36845,3,3,18422
98255,16311,1,1,8155
98257,73693,2,2,36846
98259,16317,1,1,8158
98261,2303,7,7,1151
98263,16323,1,1,8161
98265,73699,2,2,36849
98267,16329,1,1,8164
98269,36851,3,3,18425
98271,16335,1,1,8167
98273,73705,2,2,36852
98275,16341,1,1,8170
98277,18427,4,4,9213
98279,16347,1,1,8173
98281,73711,2,2,36855
98283,16353,1,1,8176
98285,36857,3,3,18428
98287,16359,1,1,8179
98289,73717,2,2,36858
98291,16365,1,1,8182
98293,9215,5,5,4607
98295,16371,1,1,8185
98297,73723,2,2,36861
98299,16377,1,1,8188
98301,36863,3,3,18431
98303,16383,1,1,8191
98305,73729,2,2,36864
98307,16389,1,1,8194
98309,18433,4,4,9216
98311,16395,1,1,8197
98313,73735,2,2,36867
98315,16401,1,1,8200
98317,36869,3,3,18434
98319,16407,1,1,8203
98321,73741,2,2,36870
98323,16413,1,1,8206
98325,4609,6,6,2304
98327,16419,1,1,8209
98329,73747,2,2,36873
98331,16425,1,1,8212
98333,36875,3,3,18437
98335,16431,1,1,8215
98337,73753,2,2,36876
98339,16437,1,1,8218
98341,18439,4,4,9219
98343,16443,1,1,8221
98345,73759,2,2,36879
98347,16449,1,1,8224
98349,36881,3,3,18440
98351,16455,1,1,8227
98353,73765,2,2,36882
98355,16461,1,1,8230
98357,9221,5,5,4610
98359,16467,1,1,8233
98361,73771,2,2,36885
98363,16473,1,1,8236
98365,36887,3,3,18443
98367,16479,1,1,8239
98369,73777,2,2,36888
98371,16485,1,1,8242
98373,18445,4,4,9222
98375,16491,1,1,8245
98377,73783,2,2,36891
98379,16497,1,1,8248
98381,36893,3,3,18446
98383,16503,1,1,8251
98385,73789,2,2,36894
98387,16509,1,1,8254
98389,1153,8,8,576
98391,16515,1,1,8257
98393,73795,2,2,36897
98395,16521,1,1,8260
98397,36899,3,3,18449
98399,16527,1,1,8263
98401,73801,2,2,36900
98403,16533,1,1,8266
98405,18451,4,4,9225
98407,16539,1,1,8269
98409,73807,2,2,36903
98411,16545,1,1,8272
98413,36905,3,3,18452
98415,16551,1,1,8275
98417,73813,2,2,36906
98419,16557,1,1,8278
98421,9227,5,5,4613
98423,16563,1,1,8281
98425,73819,2,2,36909
98427,16569,1,1,8284
98429,36911,3,3,18455
98431,16575,1,1,8287
98433,73825,2,2,36912
98435,16581,1,1,8290
98437,18457,4,4,9228
98439,16587,1,1,8293
98441,73831,2,2,36915
98443,16593,1,1,8296
98445,36917,3,3,18458
98447,16599,1,1,8299
98449,73837,2,2,36918
98451,16605,1,1,8302
98453,4615,6,6,2307
98455,16611,1,1,8305
98457,73843,2,2,36921
98459,16617,1,1,8308
98461,36923,3,3,18461
98463,16623,1,1,8311
98465,73849,2,2,36924
98467,16629,1,1,8314
98469,18463,4,4,9231
98471,16635,1,1,8317
98473,73855,2,2,36927
98475,16641,1,1,8320
98477,36929,3,3,18464
98479,16647,1,1,8323
98481,73861,2,2,36930
98483,16653,1,1,8326
98485,9233,5,5,4616
98487,16659,1,1,8329
98489,73867,2,2,36933
98491,16665,1,1,8332
98493,36935,3,3,18467
98495,16671,1,1,8335
98497,73873,2,2,36936
98499,16677,1,1,8338
98501,18469,4,4,9234
98503,16683,1,1,8341
98505,73879,2,2,36939
98507,16689,1,1,8344
98509,36941,3,3,18470
98511,16695,1,1,8347
98513,73885,2,2,36942
98515,16701,1,1,8350
98517,2309,7,7,1154
98519,16707,1,1,8353
98521,73891,2,2,36945
98523,16713,1,1,8356
98525,36947,3,3,18473
98527,16719,1,1,8359
98529,73897,2,2,36948
98531,16725,1,1,8362
98533,18475,4,4,9237
98535,16731,1,1,8365
98537,73903,2,2,36951
98539,16737,1,1,8368
98541,36953,3,3,18476
98543,16743,1,1,8371
98545,73909,2,2,36954
98547,16749,1,1,8374
98549,9239,5,5,4619
98551,16755,1,1,8377
98553,73915,2,2,36957
98555,16761,1,1,8380
98557,36959,3,3,18479
98559,16767,1,1,8383
98561,73921,2,2,36960
98563,16773,1,1,8386
98565,18481,4,4,9240
98567,16779,1,1,8389
98569,73927,2,2,36963
98571,16785,1,1,8392
98573,36965,3,3,18482
98575,16791,1,1,8395
98577,73933,2,2,36966
98579,16797,1,1,8398
98581,4621,6,6,2310
98583,16803,1,1,8401
98585,73939,2,2,36969
98587,16809,1,1,8404
98589,36971,3,3,18485
98591,16815,1,1,8407
98593,73945,2,2,36972
98595,16821,1,1,8410
98597,18487,4,4,9243
98599,16827,1,1,8413
98601,73951,2,2,36975
98603,16833,1,1,8416
98605,36977,3,3,18488
98607,16839,1,1,8419
98609,73957,2,2,36978
98611,16845,1,1,8422
98613,9245,5,5,4622
98615,16851,1,1,8425
98617,73963,2,2,36981
98619,16857,1,1,8428
98621,36983,3,3,18491
98623,16863,1,1,8431
98625,73969,2,2,36984
98627,16869,1,1,8434
98629,18493,4,4,9246
98631,16875,1,1,8437
98633,73975,2,2,36987
98635,16881,1,1,8440
98637,36989,3,3,18494
98639,16887,1,1,8443
98641,73981,2,2,36990
98643,16893,1,1,8446
98645,289,10,10,144
98647,16899,1,1,8449
98649,73987,2,2,36993
98651,16905,1,1,8452
98653,36995,3,3,18497
98655,16911,1,1,8455
98657,73993,2,2,36996
98659,16917,1,1,8458
98661,18499,4,4,9249
98663,16923,1,1,8461
98665,73999,2,2,36999
98667,16929,1,1,8464
98669,37001,3,3,18500
98671,16935,1,1,8467
98673,74005,2,2,37002
98675,16941,1,1,8470
98677,9251,5,5,4625
98679,16947,1,1,8473
98681,74011,2,2,37005
98683,16953,1,1,8476
98685,37007,3,3,18503
98687,16959,1,1,8479
98689,74017,2,2,37008
98691,16965,1,1,8482
98693,18505,4,4,9252
98695,16971,1,1,8485
98697,74023,2,2,37011
98699,16977,1,1,8488
98701,37013,3,3,18506
98703,16983,1,1,8491
98705,74029,2,2,37014
98707,16989,1,1,8494
98709,4627,6,6,2313
98711,16995,1,1,8497
98713,74035,2,2,37017
98715,17001,1,1,8500
98717,37019,3,3,18509
98719,17007,1,1,8503
98721,74041,2,2,37020
98723,17013,1,1,8506
98725,18511,4,4,9255
98727,17019,1,1,8509
98729,74047,2,2,37023
98731,17025,1,1,8512
98733,37025,3,3,18512
98735,17031,1,1,8515
98737,74053,2,2,37026
98739,17037,1,1,8518
98741,9257,5,5,4628
98743,17043,1,1,8521
98745,74059,2,2,37029
98747,17049,1,1,8524
98749,37031,3,3,18515
98751,17055,1,1,8527
98753,74065,2,2,37032
98755,17061,1,1,8530
98757,18517,4,4,9258
98759,17067,1,1,8533
98761,74071,2,2,37035
98763,17073,1,1,8536
98765,37037,3,3,18518
98767,17079,1,1,8539
98769,74077,2,2,37038
98771,17085,1,1,8542
98773,2315,7,7,1157
98775,17091,1,1,8545
98777,74083,2,2,37041
98779,17097,1,1,8548
98781,37043,3,3,18521
98783,17103,1,1,8551
98785,74089,2,2,37044
98787,17109,1,1,8554
98789,18523,4,4,9261
98791,17115,1,1,8557
98793,74095,2,2,37047
98795,17121,1,1,8560
98797,37049,3,3,18524
98799,17127,1,1,8563
98801,74101,2,2,37050
98803,17133,1,1,8566
98805,9263,5,5,4631
98807,17139,1,1,8569
98809,74107,2,2,37053
98811,17145,1,1,8572
98813,37055,3,3,18527
98815,17151,1,1,8575
98817,74113,2,2,37056
98819,17157,1,1,8578
98821,18529,4,4,9264
98823,17163,1,1,8581
98825,74119,2,2,37059
98827,17169,1,1,8584
98829,37061,3,3,18530
98831,17175,1,1,8587
98833,74125,2,2,37062
98835,17181,1,1,8590
98837,4633,6,6,2316
98839,17187,1,1,8593
98841,74131,2,2,37065
98843,17193,1,1,8596
98845,37067,3,3,18533
98847,17199,1,1,8599
98849,74137,2,2,37068
98851,17205,1,1,8602
98853,18535,4,4,9267
98855,17211,1,1,8605
98857,74143,2,2,37071
98859,17217,1,1,8608
98861,37073,3,3,18536
98863,17223,1,1,8611
98865,74149,2,2,37074
98867,17229,1,1,8614
98869,9269,5,5,4634
98871,17235,1,1,8617
98873,74155,2,2,37077
98875,17241,1,1,8620
98877,37079,3,3,18539
98879,17247,1,1,8623
98881,74161,2,2,37080
98883,17253,1,1,8626
98885,18541,4,4,9270
98887,17259,1,1,8629
98889,74167,2,2,37083
98891,17265,1,1,8632
98893,37085,3,3,18542
98895,17271,1,1,8635
98897,74173,2,2,37086
98899,17277,1,1,8638
98901,1159,8,8,579
98903,17283,1,1,8641
98905,74179,2,2,37089
98907,17289,1,1,8644
98909,37091,3,3,18545
98911,17295,1,1,8647
98913,74185,2,2,37092
98915,17301,1,1,8650
98917,18547,4,4,9273
98919,17307,1,1,8653
98921,74191,2,2,37095
98923,17313,1,1,8656
98925,37097,3,3,18548
98927,17319,1,1,8659
98929,74197,2,2,37098
98931,17325,1,1,8662
98933,9275,5,5,4637
98935,17331,1,1,8665
98937,74203,2,2,37101
98939,17337,1,1,8668
98941,37103,3,3,18551
98943,17343,1,1,8671
98945,74209,2,2,37104
98947,17349,1,1,8674
98949,18553,4,4,9276
98951,17355,1,1,8677
98953,74215,2,2,37107
98955,17361,1,1,8680
98957,37109,3,3,18554
98959,17367,1,1,8683
98961,74221,2,2,37110
98963,17373,1,1,8686
98965,4639,6,6,2319
98967,17379,1,1,8689
98969,74227,2,2,37113
98971,17385,1,1,8692
98973,37115,3,3,18557
98975,17391,1,1,8695
98977,74233,2,2,37116
98979,17397,1,1,8698
98981,18559,4,4,9279
98983,17403,1,1,8701
98985,74239,2,2,37119
98987,17409,1,1,8704
98989,37121,3,3,18560
98991,17415,1,1,8707
98993,74245,2,2,37122
98995,17421,1,1,8710
98997,9281,5,5,4640
98999,17427,1,1,8713
99001,74251,2,2,37125
99003,17433,1,1,8716
99005,37127,3,3,18563
99007,17439,1,1,8719
99009,74257,2,2,37128
99011,17445,1,1,8722
99013,18565,4,4,9282
99015,17451,1,1,8725
99017,74263,2,2,37131
99019,17457,1,1,8728
99021,37133,3,3,18566
99023,17463,1,1,8731
99025,74269,2,2,37134
99027,17469,1,1,8734
99029,2321,7,7,1160
99031,17475,1,1,8737
99033,74275,2,2,37137
99035,17481,1,1,8740
99037,37139,3,3,18569
99039,17487,1,1,8743
99041,74281,2,2,37140
99043,17493,1,1,8746
99045,18571,4,4,9285
99047,17499,1,1,8749
99049,74287,2,2,37143
99051,17505,1,1,8752
99053,37145,3,3,18572
99055,17511,1,1,8755
99057,74293,2,2,37146
99059,17517,1,1,8758
99061,9287,5,5,4643
99063,17523,1,1,8761
99065,74299,2,2,37149
99067,17529,1,1,8764
99069,37151,3,3,18575
99071,17535,1,1,8767
99073,74305,2,2,37152
99075,17541,1,1,8770
99077,18577,4,4,9288
99079,17547,1,1,8773
99081,74311,2,2,37155
99083,17553,1,1,8776
99085,37157,3,3,18578
99087,17559,1,1,8779
99089,74317,2,2,37158
99091,17565,1,1,8782
99093,4645,6,6,2322
99095,17571,1,1,8785
99097,74323,2,2,37161
99099,17577,1,1,8788
99101,37163,3,3,18581
99103,17583,1,1,8791
99105,74329,2,2,37164
99107,17589,1,1,8794
99109,18583,4,4,9291
99111,17595,1,1,8797
99113,74335,2,2,37167
99115,17601,1,1,8800
99117,37169,3,3,18584
99119,17607,1,1,8803
99121,74341,2,2,37170
99123,17613,1,1,8806
99125,9293,5,5,4646
99127,17619,1,1,8809
99129,74347,2,2,37173
99131,17625,1,1,8812
99133,37175,3,3,18587
99135,17631,1,1,8815
99137,74353,2,2,37176
99139,17637,1,1,8818
99141,18589,4,4,9294
99143,17643,1,1,8821
99145,74359,2,2,37179
99147,17649,1,1,8824
99149,37181,3,3,18590
99151,17655,1,1,8827
99153,74365,2,2,37182
99155,17661,1,1,8830
99157,581,9,9,290
99159,17667,1,1,8833
99161,74371,2,2,37185
99163,17673,1,1,8836
99165,37187,3,3,18593
99167,17679,1,1,8839
99169,74377,2,2,37188
99171,17685,1,1,8842
99173,18595,4,4,9297
99175,17691,1,1,8845
99177,74383,2,2,37191
99179,17697,1,1,8848
99181,37193,3,3,18596
99183,17703,1,1,8851
99185,74389,2,2,37194
99187,17709,1,1,8854
99189,9299,5,5,4649
99191,17715,1,1,8857
99193,74395,2,2,37197
99195,17721,1,1,8860
99197,37199,3,3,18599
99199,17727,1,1,8863
99201,74401,2,2,37200
99203,17733,1,1,8866
99205,18601,4,4,9300
99207,17739,1,1,8869
99209,74407,2,2,37203
99211,17745,1,1,8872
99213,37205,3,3,18602
99215,17751,1,1,8875
99217,74413,2,2,37206
99219,17757,1,1,8878
99221,4651,6,6,2325
99223,17763,1,1,8881
99225,74419,2,2,37209
99227,17769,1,1,8884
99229,37211,3,3,18605
99231,17775,1,1,8887
99233,74425,2,2,37212
99235,17781,1,1,8890
99237,18607,4,4,9303
99239,17787,1,1,8893
99241,74431,2,2,37215
99243,17793,1,1,8896
99245,37217,3,3,18608
99247,17799,1,1,8899
99249,74437,2,2,37218
99251,17805,1,1,8902
99253,9305,5,5,4652
99255,17811,1,1,8905
99257,74443,2,2,37221
99259,17817,1,1,8908
99261,37223,3,3,18611
99263,17823,1,1,8911
99265,74449,2,2,37224
99267,17829,1,1,8914
99269,18613,4,4,9306
99271,17835,1,1,8917
99273,74455,2,2,37227
99275,17841,1,1,8920
99277,37229,3,3,18614
99279,17847,1,1,8923
99281,74461,2,2,37230
99283,17853,1,1,8926
99285,2327,7,7,1163
99287,17859,1,1,8929
99289,74467,2,2,37233
99291,17865,1,1,8932
99293,37235,3,3,18617
99295,17871,1,1,8935
99297,74473,2,2,37236
99299,17877,1,1,8938
99301,18619,4,4,9309
99303,17883,1,1,8941
99305,74479,2,2,37239
99307,17889,1,1,8944
99309,37241,3,3,18620
99311,17895,1,1,8947
99313,74485,2,2,37242
99315,17901,1,1,8950
99317,9311,5,5,4655
99319,17907,1,1,8953
99321,74491,2,2,37245
99323,17913,1,1,8956
99325,37247,3,3,18623
99327,17919,1,1,8959
99329,74497,2,2,37248
99331,17925,1,1,8962
99333,18625,4,4,9312
99335,17931,1,1,8965
99337,74503,2,2,37251
99339,17937,1,1,8968
99341,37253,3,3,18626
99343,17943,1,1,8971
99345,74509,2,2,37254
99347,17949,1,1,8974
99349,4657,6,6,2328
99351,17955,1,1,8977
99353,74515,2,2,37257
99355,17961,1,1,8980
99357,37259,3,3,18629
99359,17967,1,1,8983
99361,74521,2,2,37260
99363,17973,1,1,8986
99365,18631,4,4,9315
99367,17979,1,1,8989
99369,74527,2,2,37263
99371,17985,1,1,8992
99373,37265,3,3,18632
99375,17991,1,1,8995
99377,74533,2,2,37266
99379,17997,1,1,8998
99381,9317,5,5,4658
99383,18003,1,1,9001
99385,74539,2,2,37269
99387,18009,1,1,9004
99389,37271,3,3,18635
99391,18015,1,1,9007
99393,74545,2,2,37272
99395,18021,1,1,9010
99397,18637,4,4,9318
99399,18027,1,1,9013
99401,74551,2,2,37275
99403,18033,1,1,9016
99405,37277,3,3,18638
99407,18039,1,1,9019
99409,74557,2,2,37278
99411,18045,1,1,9022
99413,1165,8,8,582
99415,18051,1,1,9025
99417,74563,2,2,37281
99419,18057,1,1,9028
99421,37283,3,3,18641
99423,18063,1,1,9031
99425,74569,2,2,37284
99427,18069,1,1,9034
99429,18643,4,4,9321
99431,18075,1,1,9037
99433,74575,2,2,37287
99435,18081,1,1,9040
99437,37289,3,3,18644
99439,18087,1,1,9043
99441,74581,2,2,37290
99443,18093,1,1,9046
99445,9323,5,5,4661
99447,18099,1,1,9049
99449,74587,2,2,37293
99451,18105,1,1,9052
99453,37295,3,3,18647
99455,18111,1,1,9055
99457,74593,2,2,37296
99459,18117,1,1,9058
99461,18649,4,4,9324
99463,18123,1,1,9061
99465,74599,2,2,37299
99467,18129,1,1,9064
99469,37301,3,3,18650
99471,18135,1,1,9067
99473,74605,2,2,37302
99475,18141,1,1,9070
99477,4663,6,6,2331
99479,18147,1,1,9073
99481,74611,2,2,37305
99483,18153,1,1,9076
99485,37307,3,3,18653
99487,18159,1,1,9079
99489,74617,2,2,37308
99491,18165,1,1,9082
99493,18655,4,4,9327
99495,18171,1,1,9085
99497,74623,2,2,37311
99499,18177,1,1,9088
99501,37313,3,3,18656
99503,18183,1,1,9091
99505,74629,2,2,37314
99507,18189,1,1,9094
99509,9329,5,5,4664
99511,18195,1,1,9097
99513,74635,2,2,37317
99515,18201,1,1,9100
99517,37319,3,3,18659
99519,18207,1,1,9103
99521,74641,2,2,37320
99523,18213,1,1,9106
99525,18661,4,4,9330
99527,18219,1,1,9109
99529,74647,2,2,37323
99531,18225,1,1,9112
99533,37325,3,3,18662
99535,18231,1,1,9115
99537,74653,2,2,37326
99539,18237,1,1,9118
99541,2333,7,7,1166
99543,18243,1,1,9121
99545,74659,2,2,37329
99547,18249,1,1,9124
99549,37331,3,3,18665
99551,18255,1,1,9127
99553,74665,2,2,37332
99555,18261,1,1,9130
99557,18667,4,4,9333
99559,18267,1,1,9133
99561,74671,2,2,37335
99563,18273,1,1,9136
99565,37337,3,3,18668
99567,18279,1,1,9139
99569,74677,2,2,37338
99571,18285,1,1,9142
99573,9335,5,5,4667
99575,18291,1,1,9145
99577,74683,2,2,37341
99579,18297,1,1,9148
99581,37343,3,3,18671
99583,18303,1,1,9151
99585,74689,2,2,37344
99587,18309,1,1,9154
99589,18673,4,4,9336
99591,18315,1,1,9157
99593,74695,2,2,37347
99595,18321,1,1,9160
99597,37349,3,3,18674
99599,18327,1,1,9163
99601,74701,2,2,37350
99603,18333,1,1,9166
99605,4669,6,6,2334
99607,18339,1,1,9169
99609,74707,2,2,37353
99611,18345,1,1,9172
99613,37355,3,3,18677
99615,18351,1,1,9175
99617,74713,2,2,37356
99619,18357,1,1,9178
99621,18679,4,4,9339
99623,18363,1,1,9181
99625,74719,2,2,37359
99627,18369,1,1,9184
99629,37361,3,3,18680
99631,18375,1,1,9187
99633,74725,2,2,37362
99635,18381,1,1,9190
99637,9341,5,5,4670
99639,18387,1,1,9193
99641,74731,2,2,37365
99643,18393,1,1,9196
99645,37367,3,3,18683
99647,18399,1,1,9199
99649,74737,2,2,37368
99651,18405,1,1,9202
99653,18685,4,4,9342
99655,18411,1,1,9205
99657,74743,2,2,37371
99659,18417,1,1,9208
99661,37373,3,3,18686
99663,18423,1,1,9211
99665,74749,2,2,37374
99667,18429,1,1,9214
99669,73,12,12,36
99671,18435,1,1,9217
99673,74755,2,2,37377
99675,18441,1,1,9220
99677,37379,3,3,18689
99679,18447,1,1,9223
99681,74761,2,2,37380
99683,18453,1,1,9226
99685,18691,4,4,9345
99687,18459,1,1,9229
99689,74767,2,2,37383
99691,18465,1,1,9232
99693,37385,3,3,18692
99695,18471,1,1,9235
99697,74773,2,2,37386
99699,18477,1,1,9238
99701,9347,5,5,4673
99703,18483,1,1,9241
99705,74779,2,2,37389
99707,18489,1,1,9244
99709,37391,3,3,18695
99711,18495,1,1,9247
99713,74785,2,2,37392
99715,18501,1,1,9250
99717,18697,4,4,9348
99719,18507,1,1,9253
99721,74791,2,2,37395
99723,18513,1,1,9256
99725,37397,3,3,18698
99727,18519,1,1,9259
99729,74797,2,2,37398
99731,18525,1,1,9262
99733,4675,6,6,2337
99735,18531,1,1,9265
99737,74803,2,2,37401
99739,18537,1,1,9268
99741,37403,3,3,18701
99743,18543,1,1,9271
99745,74809,2,2,37404
99747,18549,1,1,9274
99749,18703,4,4,9351
99751,18555,1,1,9277
99753,74815,2,2,37407
99755,18561,1,1,9280
99757,37409,3,3,18704
99759,18567,1,1,9283
99761,74821,2,2,37410
99763,18573,1,1,9286
99765,9353,5,5,4676
99767,18579,1,1,9289
99769,74827,2,2,37413
99771,18585,1,1,9292
99773,37415,3,3,18707
99775,18591,1,1,9295
99777,74833,2,2,37416
99779,18597,1,1,9298
99781,18709,4,4,9354
99783,18603,1,1,9301
99785,74839,2,2,37419
99787,18609,1,1,9304
99789,37421,3,3,18710
99791,18615,1,1,9307
99793,74845,2,2,37422
99795,18621,1,1,9310
99797,2339,7,7,1169
99799,18627,1,1,9313
99801,74851,2,2,37425
99803,18633,1,1,9316
99805,37427,3,3,18713
99807,18639,1,1,9319
99809,74857,2,2,37428
99811,18645,1,1,9322
99813,18715,4,4,9357
99815,18651,1,1,9325
99817,74863,2,2,37431
99819,18657,1,1,9328
99821,37433,3,3,18716
99823,18663,1,1,9331
99825,74869,2,2,37434
99827,18669,1,1,9334
99829,9359,5,5,4679
99831,18675,1,1,9337
99833,74875,2,2,37437
99835,18681,1,1,9340
99837,37439,3,3,18719
99839,18687,1,1,9343
99841,74881,2,2,37440
99843,18693,1,1,9346
99845,18721,4,4,9360
99847,18699,1,1,9349
99849,74887,2,2,37443
99851,18705,1,1,9352
99853,37445,3,3,18722
99855,18711,1,1,9355
99857,74893,2,2,37446
99859,18717,1,1,9358
99861,4681,6,6,2340
99863,18723,1,1,9361
99865,74899,2,2,37449
99867,18729,1,1,9364
99869,37451,3,3,18725
99871,18735,1,1,9367
99873,74905,2,2,37452
99875,18741,1,1,9370
99877,18727,4,4,9363
99879,18747,1,1,9373
99881,74911,2,2,37455
99883,18753,1,1,9376
99885,37457,3,3,18728
99887,18759,1,1,9379
99889,74917,2,2,37458
99891,18765,1,1,9382
99893,9365,5,5,4682
99895,18771,1,1,9385
99897,74923,2,2,37461
99899,18777,1,1,9388
99901,37463,3,3,18731
99903,18783,1,1,9391
99905,74929,2,2,37464
99907,18789,1,1,9394
99909,18733,4,4,9366
99911,18795,1,1,9397
99913,74935,2,2,37467
99915,18801,1,1,9400
99917,37469,3,3,18734
99919,18807,1,1,9403
99921,74941,2,2,37470
99923,18813,1,1,9406
99925,1171,8,8,585
99927,18819,1,1,9409
99929,74947,2,2,37473
99931,18825,1,1,9412
99933,37475,3,3,18737
99935,18831,1,1,9415
99937,74953,2,2,37476
99939,18837,1,1,9418
99941,18739,4,4,9369
99943,18843,1,1,9421
99945,74959,2,2,37479
99947,18849,1,1,9424
99949,37481,3,3,18740
99951,18855,1,1,9427
99953,74965,2,2,37482
99955,18861,1,1,9430
99957,9371,5,5,4685
99959,18867,1,1,9433
99961,74971,2,2,37485
99963,18873,1,1,9436
99965,37487,3,3,18743
99967,18879,1,1,9439
99969,74977,2,2,37488
99971,18885,1,1,9442
99973,18745,4,4,9372
99975,18891,1,1,9445
99977,74983,2,2,37491
99979,18897,1,1,9448
99981,37493,3,3,18746
99983,18903,1,1,9451
99985,74989,2,2,37494
99987,18909,1,1,9454
99989,4687,6,6,2343
99991,18915,1,1,9457
99993,74995,2,2,37497
99995,18921,1,1,9460
99997,37499,3,3,18749
99999,18927,1,1,9463
100001,75001,2,2,37500
100003,18933,1,1,9466
100005,18751,4,4,9375
100007,18939,1,1,9469
100009,75007,2,2,37503
100011,18945,1,1,9472
100013,37505,3,3,18752
100015,18951,1,1,9475
100017,75013,2,2,37506
100019,18957,1,1,9478
100021,9377,5,5,4688
100023,18963,1,1,9481
100025,75019,2,2,37509
100027,18969,1,1,9484
100029,37511,3,3,18755
100031,18975,1,1,9487
100033,75025,2,2,37512
100035,18981,1,1,9490
100037,18757,4,4,9378
100039,18987,1,1,9493
100041,75031,2,2,37515
100043,18993,1,1,9496
100045,37517,3,3,18758
100047,18999,1,1,9499
100049,75037,2,2,37518
100051,19005,1,1,9502
100053,2345,7,7,1172
100055,19011,1,1,9505
100057,75043,2,2,37521
100059,19017,1,1,9508
100061,37523,3,3,18761
100063,19023,1,1,9511
100065,75049,2,2,37524
100067,19029,1,1,9514
100069,18763,4,4,9381
100071,19035,1,1,9517
100073,75055,2,2,37527
100075,19041,1,1,9520
100077,37529,3,3,18764
100079,19047,1,1,9523
100081,75061,2,2,37530
100083,19053,1,1,9526
100085,9383,5,5,4691
100087,19059,1,1,9529
100089,75067,2,2,37533
100091,19065,1,1,9532
100093,37535,3,3,18767
100095,19071,1,1,9535
100097,75073,2,2,37536
100099,19077,1,1,9538
100101,18769,4,4,9384
100103,19083,1,1,9541
100105,75079,2,2,37539
100107,19089,1,1,9544
100109,37541,3,3,18770
100111,19095,1,1,9547
100113,75085,2,2,37542
100115,19101,1,1,9550
100117,4693,6,6,2346
100119,19107,1,1,9553
100121,75091,2,2,37545
100123,19113,1,1,9556
100125,37547,3,3,18773
100127,19119,1,1,9559
100129,75097,2,2,37548
100131,19125,1,1,9562
100133,18775,4,4,9387
100135,19131,1,1,9565
100137,75103,2,2,37551
100139,19137,1,1,9568
100141,37553,3,3,18776
100143,19143,1,1,9571
100145,75109,2,2,37554
100147,19149,1,1,9574
100149,9389,5,5,4694
100151,19155,1,1,9577
100153,75115,2,2,37557
100155,19161,1,1,9580
100157,37559,3,3,18779
100159,19167,1,1,9583
100161,75121,2,2,37560
100163,19173,1,1,9586
100165,18781,4,4,9390
100167,19179,1,1,9589
100169,75127,2,2,37563
100171,19185,1,1,9592
100173,37565,3,3,18782
100175,19191,1,1,9595
100177,75133,2,2,37566
100179,19197,1,1,9598
100181,587,9,9,293
100183,19203,1,1,9601
100185,75139,2,2,37569
100187,19209,1,1,9604
100189,37571,3,3,18785
100191,19215,1,1,9607
100193,75145,2,2,37572
100195,19221,1,1,9610
100197,18787,4,4,9393
100199,19227,1,1,9613
100201,75151,2,2,37575
100203,19233,1,1,9616
100205,37577,3,3,18788
100207,19239,1,1,9619
100209,75157,2,2,37578
100211,19245,1,1,9622
100213,9395,5,5,4697
100215,19251,1,1,9625
100217,75163,2,2,37581
100219,19257,1,1,9628
100221,37583,3,3,18791
100223,19263,1,1,9631
100225,75169,2,2,37584
100227,19269,1,1,9634
100229,18793,4,4,9396
100231,19275,1,1,9637
100233,75175,2,2,37587
100235,19281,1,1,9640
100237,37589,3,3,18794
100239,19287,1,1,9643
100241,75181,2,2,37590
100243,19293,1,1,9646
100245,4699,6,6,2349
100247,19299,1,1,9649
100249,75187,2,2,37593
100251,19305,1,1,9652
100253,37595,3,3,18797
100255,19311,1,1,9655
100257,75193,2,2,37596
100259,19317,1,1,9658
100261,18799,4,4,9399
100263,19323,1,1,9661
100265,75199,2,2,37599
100267,19329,1,1,9664
100269,37601,3,3,18800
100271,19335,1,1,9667
100273,75205,2,2,37602
100275,19341,1,1,9670
100277,9401,5,5,4700
100279,19347,1,1,9673
100281,75211,2,2,37605
100283,19353,1,1,9676
100285,37607,3,3,18803
100287,19359,1,1,9679
100289,75217,2,2,37608
100291,19365,1,1,9682
100293,18805,4,4,9402
100295,19371,1,1,9685
100297,75223,2,2,37611
100299,19377,1,1,9688
100301,37613,3,3,18806
100303,19383,1,1,9691
100305,75229,2,2,37614
100307,19389,1,1,9694
100309,2351,7,7,1175
100311,19395,1,1,9697
100313,75235,2,2,37617
100315,19401,1,1,9700
100317,37619,3,3,18809
100319,19407,1,1,9703
100321,75241,2,2,37620
100323,19413,1,1,9706
100325,18811,4,4,9405
100327,19419,1,1,9709
100329,75247,2,2,37623
100331,19425,1,1,9712
100333,37625,3,3,18812
100335,19431,1,1,9715
100337,75253,2,2,37626
100339,19437,1,1,9718
100341,9407,5,5,4703
100343,19443,1,1,9721
100345,75259,2,2,37629
100347,19449,1,1,9724
100349,37631,3,3,18815
100351,19455,1,1,9727
100353,75265,2,2,37632
100355,19461,1,1,9730
100357,18817,4,4,9408
100359,19467,1,1,9733
100361,75271,2,2,37635
100363,19473,1,1,9736
100365,37637,3,3,18818
100367,19479,1,1,9739
